EmployeeId,LastName,FirstName,CustomerId,State,Country,SupportRepId,InvoiceId,CustomerId:1,InvoiceDate,BillingState,BillingCountry,Total,InvoiceId:1,TrackId,UnitPrice,TrackId:1,GenreId,UnitPrice:1,GenreId:1,Name,Last Refresh Date
3,Peacock,Jane,1,SP,Brazil,3,327,1,2012-12-07 0:00,SP,Brazil,13.86,327,343,0.99,343,1,0.99,1,Rock,2024-11-18 16:21
3,Peacock,Jane,1,SP,Brazil,3,327,1,2012-12-07 0:00,SP,Brazil,13.86,327,352,0.99,352,1,0.99,1,Rock,2024-11-18 16:21
3,Peacock,Jane,1,SP,Brazil,3,327,1,2012-12-07 0:00,SP,Brazil,13.86,327,361,0.99,361,10,0.99,10,Soundtrack,2024-11-18 16:21
3,Peacock,Jane,1,SP,Brazil,3,327,1,2012-12-07 0:00,SP,Brazil,13.86,327,370,0.99,370,10,0.99,10,Soundtrack,2024-11-18 16:21
3,Peacock,Jane,1,SP,Brazil,3,327,1,2012-12-07 0:00,SP,Brazil,13.86,327,379,0.99,379,7,0.99,7,Latin,2024-11-18 16:21
3,Peacock,Jane,1,SP,Brazil,3,382,1,2013-08-07 0:00,SP,Brazil,8.91,382,2061,0.99,2061,7,0.99,7,Latin,2024-11-18 16:21
3,Peacock,Jane,1,SP,Brazil,3,382,1,2013-08-07 0:00,SP,Brazil,8.91,382,2067,0.99,2067,7,0.99,7,Latin,2024-11-18 16:21
3,Peacock,Jane,1,SP,Brazil,3,382,1,2013-08-07 0:00,SP,Brazil,8.91,382,2073,0.99,2073,7,0.99,7,Latin,2024-11-18 16:21
3,Peacock,Jane,1,SP,Brazil,3,382,1,2013-08-07 0:00,SP,Brazil,8.91,382,2079,0.99,2079,7,0.99,7,Latin,2024-11-18 16:21
3,Peacock,Jane,1,SP,Brazil,3,382,1,2013-08-07 0:00,SP,Brazil,8.91,382,2085,0.99,2085,7,0.99,7,Latin,2024-11-18 16:21
3,Peacock,Jane,1,SP,Brazil,3,382,1,2013-08-07 0:00,SP,Brazil,8.91,382,2091,0.99,2091,7,0.99,7,Latin,2024-11-18 16:21
3,Peacock,Jane,1,SP,Brazil,3,382,1,2013-08-07 0:00,SP,Brazil,8.91,382,2097,0.99,2097,1,0.99,1,Rock,2024-11-18 16:21
3,Peacock,Jane,1,SP,Brazil,3,382,1,2013-08-07 0:00,SP,Brazil,8.91,382,2103,0.99,2103,3,0.99,3,Metal,2024-11-18 16:21
3,Peacock,Jane,1,SP,Brazil,3,382,1,2013-08-07 0:00,SP,Brazil,8.91,382,2109,0.99,2109,3,0.99,3,Metal,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,1,2,2009-01-01 0:00,,Germany,1.98,1,2,0.99,2,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,1,2,2009-01-01 0:00,,Germany,1.98,1,4,0.99,4,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,331,0.99,331,9,0.99,9,Pop,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,340,0.99,340,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,349,0.99,349,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,358,0.99,358,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,367,0.99,367,10,0.99,10,Soundtrack,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,376,0.99,376,7,0.99,7,Latin,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,385,0.99,385,7,0.99,7,Latin,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,394,0.99,394,7,0.99,7,Latin,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,403,0.99,403,7,0.99,7,Latin,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,412,0.99,412,3,0.99,3,Metal,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,421,0.99,421,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,430,0.99,430,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,439,0.99,439,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,12,2,2009-02-11 0:00,,Germany,13.86,12,448,0.99,448,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,67,2,2009-10-12 0:00,,Germany,8.91,67,2130,0.99,2130,10,0.99,10,Soundtrack,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,67,2,2009-10-12 0:00,,Germany,8.91,67,2136,0.99,2136,10,0.99,10,Soundtrack,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,67,2,2009-10-12 0:00,,Germany,8.91,67,2142,0.99,2142,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,67,2,2009-10-12 0:00,,Germany,8.91,67,2148,0.99,2148,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,67,2,2009-10-12 0:00,,Germany,8.91,67,2154,0.99,2154,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,67,2,2009-10-12 0:00,,Germany,8.91,67,2160,0.99,2160,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,67,2,2009-10-12 0:00,,Germany,8.91,67,2166,0.99,2166,4,0.99,4,Alternative & Punk,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,67,2,2009-10-12 0:00,,Germany,8.91,67,2172,0.99,2172,4,0.99,4,Alternative & Punk,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,67,2,2009-10-12 0:00,,Germany,8.91,67,2178,0.99,2178,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,196,2,2011-05-19 0:00,,Germany,1.98,196,2992,0.99,2992,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,196,2,2011-05-19 0:00,,Germany,1.98,196,2993,0.99,2993,1,0.99,1,Rock,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,219,2,2011-08-21 0:00,,Germany,3.96,219,192,0.99,192,3,0.99,3,Metal,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,219,2,2011-08-21 0:00,,Germany,3.96,219,194,0.99,194,6,0.99,6,Blues,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,219,2,2011-08-21 0:00,,Germany,3.96,219,196,0.99,196,6,0.99,6,Blues,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,219,2,2011-08-21 0:00,,Germany,3.96,219,198,0.99,198,6,0.99,6,Blues,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,241,2,2011-11-23 0:00,,Germany,5.94,241,898,0.99,898,6,0.99,6,Blues,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,241,2,2011-11-23 0:00,,Germany,5.94,241,902,0.99,902,6,0.99,6,Blues,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,241,2,2011-11-23 0:00,,Germany,5.94,241,906,0.99,906,6,0.99,6,Blues,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,241,2,2011-11-23 0:00,,Germany,5.94,241,910,0.99,910,6,0.99,6,Blues,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,241,2,2011-11-23 0:00,,Germany,5.94,241,914,0.99,914,6,0.99,6,Blues,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,241,2,2011-11-23 0:00,,Germany,5.94,241,918,0.99,918,6,0.99,6,Blues,2024-11-18 16:21
5,Johnson,Steve,2,,Germany,5,293,2,2012-07-13 0:00,,Germany,0.99,293,2736,0.99,2736,1,0.99,1,Rock,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,99,3,2010-03-11 0:00,QC,Canada,3.98,99,3250,1.99,3250,19,1.99,19,TV Shows,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,99,3,2010-03-11 0:00,QC,Canada,3.98,99,3252,1.99,3252,21,1.99,21,Drama,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,76,0.99,76,2,0.99,2,Jazz,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,85,0.99,85,1,0.99,1,Rock,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,94,0.99,94,1,0.99,1,Rock,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,103,0.99,103,4,0.99,4,Alternative & Punk,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,112,0.99,112,5,0.99,5,Rock And Roll,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,121,0.99,121,5,0.99,5,Rock And Roll,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,130,0.99,130,2,0.99,2,Jazz,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,139,0.99,139,3,0.99,3,Metal,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,148,0.99,148,3,0.99,3,Metal,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,157,0.99,157,3,0.99,3,Metal,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,166,0.99,166,4,0.99,4,Alternative & Punk,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,175,0.99,175,4,0.99,4,Alternative & Punk,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,184,0.99,184,3,0.99,3,Metal,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,110,3,2010-04-21 0:00,QC,Canada,13.86,110,193,0.99,193,3,0.99,3,Metal,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,165,3,2010-12-20 0:00,QC,Canada,8.91,165,1875,0.99,1875,3,0.99,3,Metal,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,165,3,2010-12-20 0:00,QC,Canada,8.91,165,1881,0.99,1881,3,0.99,3,Metal,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,165,3,2010-12-20 0:00,QC,Canada,8.91,165,1887,0.99,1887,3,0.99,3,Metal,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,165,3,2010-12-20 0:00,QC,Canada,8.91,165,1893,0.99,1893,3,0.99,3,Metal,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,165,3,2010-12-20 0:00,QC,Canada,8.91,165,1899,0.99,1899,3,0.99,3,Metal,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,165,3,2010-12-20 0:00,QC,Canada,8.91,165,1905,0.99,1905,2,0.99,2,Jazz,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,165,3,2010-12-20 0:00,QC,Canada,8.91,165,1911,0.99,1911,2,0.99,2,Jazz,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,165,3,2010-12-20 0:00,QC,Canada,8.91,165,1917,0.99,1917,7,0.99,7,Latin,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,165,3,2010-12-20 0:00,QC,Canada,8.91,165,1923,0.99,1923,7,0.99,7,Latin,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,294,3,2012-07-26 0:00,QC,Canada,1.98,294,2737,0.99,2737,1,0.99,1,Rock,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,294,3,2012-07-26 0:00,QC,Canada,1.98,294,2738,0.99,2738,1,0.99,1,Rock,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,317,3,2012-10-28 0:00,QC,Canada,3.96,317,3440,0.99,3440,24,0.99,24,Classical,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,317,3,2012-10-28 0:00,QC,Canada,3.96,317,3442,0.99,3442,24,0.99,24,Classical,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,317,3,2012-10-28 0:00,QC,Canada,3.96,317,3444,0.99,3444,24,0.99,24,Classical,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,317,3,2012-10-28 0:00,QC,Canada,3.96,317,3446,0.99,3446,24,0.99,24,Classical,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,339,3,2013-01-30 0:00,QC,Canada,5.94,339,643,0.99,643,2,0.99,2,Jazz,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,339,3,2013-01-30 0:00,QC,Canada,5.94,339,647,0.99,647,11,0.99,11,Bossa Nova,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,339,3,2013-01-30 0:00,QC,Canada,5.94,339,651,0.99,651,11,0.99,11,Bossa Nova,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,339,3,2013-01-30 0:00,QC,Canada,5.94,339,655,0.99,655,11,0.99,11,Bossa Nova,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,339,3,2013-01-30 0:00,QC,Canada,5.94,339,659,0.99,659,11,0.99,11,Bossa Nova,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,339,3,2013-01-30 0:00,QC,Canada,5.94,339,663,0.99,663,7,0.99,7,Latin,2024-11-18 16:21
3,Peacock,Jane,3,QC,Canada,3,391,3,2013-09-20 0:00,QC,Canada,0.99,391,2481,0.99,2481,4,0.99,4,Alternative & Punk,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,2,4,2009-01-02 0:00,,Norway,3.96,2,6,0.99,6,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,2,4,2009-01-02 0:00,,Norway,3.96,2,8,0.99,8,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,2,4,2009-01-02 0:00,,Norway,3.96,2,10,0.99,10,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,2,4,2009-01-02 0:00,,Norway,3.96,2,12,0.99,12,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,24,4,2009-04-06 0:00,,Norway,5.94,24,712,0.99,712,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,24,4,2009-04-06 0:00,,Norway,5.94,24,716,0.99,716,7,0.99,7,Latin,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,24,4,2009-04-06 0:00,,Norway,5.94,24,720,0.99,720,7,0.99,7,Latin,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,24,4,2009-04-06 0:00,,Norway,5.94,24,724,0.99,724,7,0.99,7,Latin,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,24,4,2009-04-06 0:00,,Norway,5.94,24,728,0.99,728,7,0.99,7,Latin,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,24,4,2009-04-06 0:00,,Norway,5.94,24,732,0.99,732,7,0.99,7,Latin,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,76,4,2009-11-25 0:00,,Norway,0.99,76,2550,0.99,2550,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,197,4,2011-05-19 0:00,,Norway,1.98,197,2995,0.99,2995,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,197,4,2011-05-19 0:00,,Norway,1.98,197,2997,0.99,2997,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3324,0.99,3324,15,0.99,15,Electronica/Dance,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3333,0.99,3333,15,0.99,15,Electronica/Dance,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3342,1.99,3342,21,1.99,21,Drama,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3351,0.99,3351,16,0.99,16,World,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3360,1.99,3360,21,1.99,21,Drama,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3369,0.99,3369,23,0.99,23,Alternative,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3378,0.99,3378,23,0.99,23,Alternative,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3387,0.99,3387,23,0.99,23,Alternative,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3396,0.99,3396,23,0.99,23,Alternative,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3405,0.99,3405,24,0.99,24,Classical,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3414,0.99,3414,24,0.99,24,Classical,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3423,0.99,3423,24,0.99,24,Classical,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3432,0.99,3432,24,0.99,24,Classical,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,208,4,2011-06-29 0:00,,Norway,15.86,208,3441,0.99,3441,24,0.99,24,Classical,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,263,4,2012-02-27 0:00,,Norway,8.91,263,1620,0.99,1620,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,263,4,2012-02-27 0:00,,Norway,8.91,263,1626,0.99,1626,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,263,4,2012-02-27 0:00,,Norway,8.91,263,1632,0.99,1632,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,263,4,2012-02-27 0:00,,Norway,8.91,263,1638,0.99,1638,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,263,4,2012-02-27 0:00,,Norway,8.91,263,1644,0.99,1644,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,263,4,2012-02-27 0:00,,Norway,8.91,263,1650,0.99,1650,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,263,4,2012-02-27 0:00,,Norway,8.91,263,1656,0.99,1656,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,263,4,2012-02-27 0:00,,Norway,8.91,263,1662,0.99,1662,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,263,4,2012-02-27 0:00,,Norway,8.91,263,1668,0.99,1668,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,392,4,2013-10-03 0:00,,Norway,1.98,392,2482,0.99,2482,4,0.99,4,Alternative & Punk,2024-11-18 16:21
4,Park,Margaret,4,,Norway,4,392,4,2013-10-03 0:00,,Norway,1.98,392,2483,0.99,2483,4,0.99,4,Alternative & Punk,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,77,5,2009-12-08 0:00,,Czech Republic,1.98,77,2551,0.99,2551,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,77,5,2009-12-08 0:00,,Czech Republic,1.98,77,2552,0.99,2552,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,100,5,2010-03-12 0:00,,Czech Republic,3.96,100,3254,0.99,3254,9,0.99,9,Pop,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,100,5,2010-03-12 0:00,,Czech Republic,3.96,100,3256,0.99,3256,9,0.99,9,Pop,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,100,5,2010-03-12 0:00,,Czech Republic,3.96,100,3258,0.99,3258,9,0.99,9,Pop,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,100,5,2010-03-12 0:00,,Czech Republic,3.96,100,3260,0.99,3260,9,0.99,9,Pop,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,122,5,2010-06-14 0:00,,Czech Republic,5.94,122,457,0.99,457,2,0.99,2,Jazz,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,122,5,2010-06-14 0:00,,Czech Republic,5.94,122,461,0.99,461,2,0.99,2,Jazz,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,122,5,2010-06-14 0:00,,Czech Republic,5.94,122,465,0.99,465,2,0.99,2,Jazz,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,122,5,2010-06-14 0:00,,Czech Republic,5.94,122,469,0.99,469,4,0.99,4,Alternative & Punk,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,122,5,2010-06-14 0:00,,Czech Republic,5.94,122,473,0.99,473,4,0.99,4,Alternative & Punk,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,122,5,2010-06-14 0:00,,Czech Republic,5.94,122,477,0.99,477,4,0.99,4,Alternative & Punk,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,174,5,2011-02-02 0:00,,Czech Republic,0.99,174,2295,0.99,2295,4,0.99,4,Alternative & Punk,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,295,5,2012-07-26 0:00,,Czech Republic,1.98,295,2740,0.99,2740,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,295,5,2012-07-26 0:00,,Czech Republic,1.98,295,2742,0.99,2742,1,0.99,1,Rock,2024-11-18 16:21
4,Park,Margaret,5,,Czech Republic,4,306,5,2012-09-05 0:00,,Czech Republic,16.86,306,3069,0.99,3069,1,0.99,1,Rock,2024-11-18 16:21
